cikey;domain_ref;process_id;revision_tag;creation_date;creator;modify_date;modifier;state;priority;title;status;stage;conversation_id;root_id;parent_id;scope_revision;scope_csize;scope_usize;process_guid;process_type;metadata;ext_string1;ext_string2;ext_int1;test_run_id;at_count_id;at_event_id;at_detail_id
124640243;0;"ExternalActivityFlow";"1.0";"01.09.2013 00:01:35,348000";;"01.09.2013 00:01:36,228000";;9;0;"Ven,O:1-1987887833#1,M:1-WVJC2H1-GSQEAV,I:1-WV ...";"Scope_FindOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640242-BpInv0-BpSeq2.8-2";"124640242";"124640242";1;887;3458;"MD5{a7f9824d711ff8988f676680d26d6e37}";0;;;;;;2;81;1
124640256;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:02:09,324000";;"01.09.2013 00:02:10,070000";;5;0;"GlobalId: 124640105A";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640106-BpInv0-BpSeq1.6-1";"124640105";"124640106";3;852;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640269;0;"SiebelActivityFlow";"1.0";"01.09.2013 00:20:39,653000";;"01.09.2013 00:20:41,144000";;9;0;"GlobalId: 124640258BIL";"initiated";;"bpel://localhost/default/SiebelActivityAsyncFlow~1.0/124640264-BpInv0-BpSeq0.3-4";"124640257";"124640264";2;789;2545;"MD5{d4b2259affa87c543276b552230f14f6}";0;;;;;;2;35;0
124640281;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:26:00,090000";;"01.09.2013 00:26:00,978000";;5;0;"GlobalId: 124640276A";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640277-BpInv0-BpSeq1.6-1";"124640276";"124640277";3;852;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640284;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:29:03,536000";;"01.09.2013 00:29:04,540000";;5;0;"GlobalId: 124640276A";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640277-BpInv0-BpSeq1.6-1";"124640276";"124640277";3;849;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640287;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:32:07,108000";;"01.09.2013 00:32:08,145000";;5;0;"GlobalId: 124640276A";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640277-BpInv0-BpSeq1.6-1";"124640276";"124640277";3;846;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640292;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:34,982000";;"01.09.2013 00:48:46,188000";;5;0;"Ven,Compl,O:1-2229419164#1,M:1-10VC6U41-DKEKJN ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-7605";"124640292";;5;2071;11308;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;10;389;3
124640296;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:35,776000";;"01.09.2013 00:48:38,729000";;5;0;"Ven,Lock,I:1-117AQAO1-GTL1BP";"Scope_FetchOrder";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-75d9";"124640296";;4;1239;5277;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;4;136;1
124640300;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:43,825000";;"01.09.2013 00:48:46,593000";;5;0;"Type: Access OrderId: 1-2249506464#1 Source: V ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640293-BpInv52-BpSeq90.85-3";"124640293";"124640293";2;677;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;3;13;0
124640307;0;"SyncModuleFlow";"1.0";"01.09.2013 00:48:44,319000";;"01.09.2013 00:48:46,335000";;5;0;"Type: Telephony OrderId: 1-2229419164#1 Source ...";"initiated";;"bpel://localhost/default/SyncModuleAsyncFlow~1.0/124640301-BpInv0-BpSeq0.3-4";"124640288";"124640301";2;799;2511;"MD5{3ab6e96d6a52e32fde37b0a57eb42066}";0;;;;;;5;44;0
124640312;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:45,012000";;"01.09.2013 00:48:50,459000";;5;0;"Ven,Lock,O:1-2249506464#1,M:1-117AQAO1-GTL1L3, ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-752c";"124640312";;5;1676;8358;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;285;3
124640313;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:45,214000";;"01.09.2013 00:48:52,564000";;5;0;"Ven,Compl,O:1-2249506464#1,M:1-117AQAO1-GTL1L3 ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-7520";"124640313";;5;2057;11308;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;389;3
124640317;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:45,936000";;"01.09.2013 00:48:55,613000";;5;0;"Ven,Lock,O:1-2249506464#1,M:1-117AQAO1-GTL1L3, ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-74ef";"124640317";;5;1679;8358;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;285;3
124640318;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:46,250000";;"01.09.2013 00:48:58,802000";;5;0;"Ven,Compl,O:1-2249506464#1,M:1-117AQAO1-GTL1L3 ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-74d8";"124640318";;5;2082;11462;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;10;402;4
124640322;0;"SyncOrderFlow";"1.0";"01.09.2013 00:48:46,939000";;"01.09.2013 00:48:47,892000";;5;0;"OrderId: 1-2229419164#1 Source: Venedig";"Scope_ParseOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640292-BpInv53-BpSeq92.129-2";"124640292";"124640292";1;751;2414;"MD5{cbc06b8dc6477b9c197feece3dc72d89}";0;;;;;;1;65;2
124640335;0;"SyncOrderFlow";"1.0";"01.09.2013 00:48:50,659000";;"01.09.2013 00:48:51,379000";;5;0;"OrderId: 1-2249506464#1 Source: Venedig";"Scope_ParseOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640312-BpInv53-BpSeq92.90-2";"124640312";"124640312";1;759;2414;"MD5{cbc06b8dc6477b9c197feece3dc72d89}";0;;;;;;1;65;2
124640357;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:48:54,367000";;"01.09.2013 00:48:55,147000";;5;0;"GlobalId: 1-117AQAO1-GTL1L3";"Update";;"bpel://localhost/default/SiebelOrderItemUpdateFlow~1.0/124640353-BpInv2-BpSeq8.11-2";"124640315";"124640353";3;841;2762;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;4;61;0
124640370;0;"SiebelOrderItemUpdateFlow";"1.0";"01.09.2013 00:48:55,790000";;"01.09.2013 00:48:57,041000";;5;0;"Instance #124640370 of SiebelOrderItemUpdateFlow";"Scope_UpdateLineItem";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640317-BpInv31-BpSeq54.72-3";"124640317";"124640317";2;833;2775;"MD5{bb3441633e950845e58c3e6a68ac9b9c}";0;;;;;;2;53;0
124640371;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:55,802000";;"01.09.2013 00:48:57,585000";;5;0;"Type: Telephony OrderId: 1-2249506464#1 Source ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640317-BpInv52-BpSeq90.85-3";"124640317";"124640317";2;679;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;5;13;0
124640377;0;"IccsNumberDeactivationFlow";"1.0";"01.09.2013 00:48:57,516000";;"01.09.2013 00:48:58,497000";;9;0;"CustomerNumber: 11353954-0";"quarantineMobileNumber";;"bpel://localhost/default/ProcessPhoneNoFlow~1.0/124640355-BpInv3-BpSeq6.16-2";"124640315";"124640355";1;876;3314;"MD5{98cfa7e5001dd9e07690fe54e2e36e40}";0;;;;;;2;103;0
124640379;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:58,933000";;"01.09.2013 00:49:00,174000";;5;0;"Type: Telephony OrderId: 1-2249506464#1 Source ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640318-BpInv52-BpSeq90.126-3";"124640318";"124640318";2;678;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;5;13;0
124640380;0;"ProcessPhoneNoFlow";"1.0";"01.09.2013 00:48:58,936000";;"01.09.2013 00:49:08,596000";;9;0;" OrderId: 1-2249506464#1, CustomerNumber: 1135 ...";"Scope_CallNumber";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640318-BpInv44-BpSeq78.104-2";"124640318";"124640318";3;965;3720;"MD5{bcb6f0d5098316c226f39f8813cb6f09}";0;;;;;;4;82;1
124740012;1;"CustomerQueryFlow";"1.0";"01.09.2013 00:48:59,221000";;"01.09.2013 00:49:00,334000";;9;0;"CustomerNumber: 11353954-0";"initiated";;"bpel://localhost/default/ProcessPhoneNoFlow~1.0/124640380-BpInv0-BpSeq1.5-2";"124640318";"124640380";2;714;2069;"MD5{fc15c298c152c0042725704a854bb018}";0;;;;;;3;20;0
124640385;0;"SyncOrderFlow";"1.0";"01.09.2013 00:48:59,173000";;"01.09.2013 00:48:59,464000";;5;0;"OrderId: 1-2249667539#1 Source: Venedig";"Scope_ParseOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640368-BpInv53-BpSeq92.90-2";"124640368";"124640368";1;759;2414;"MD5{cbc06b8dc6477b9c197feece3dc72d89}";0;;;;;;1;65;2
124640389;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:48:59,529000";;"01.09.2013 00:48:59,865000";;9;0;"OrderId: 1-2249667539#1";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640387-BpInv2-BpSeq8.13-2";"124640368";"124640387";1;689;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;2;35;0
124640392;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:59,926000";;"01.09.2013 00:49:01,658000";;5;0;"Type: Telephony OrderId: 1-2249506464#1 Source ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640360-BpInv52-BpSeq90.85-3";"124640360";"124640360";2;679;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;5;13;0
124640249;0;"ExternalActivityFlow";"1.0";"01.09.2013 00:01:35,720000";;"01.09.2013 00:01:37,542000";;9;0;"Ven,O:1-2249514728#1,M:1-117AWO81-FU804B,I:1-1 ...";"Scope_FindOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640248-BpInv0-BpSeq2.8-2";"124640248";"124640248";2;975;3787;"MD5{a7f9824d711ff8988f676680d26d6e37}";0;;;;;;3;87;1
124640255;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:01:36,541000";;"01.09.2013 00:01:37,385000";;5;0;"GlobalId: 374fe5afb60b8622:536a3ade:140d60aa15 ...";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640254-BpInv0-BpSeq1.6-1";"124640248";"124640254";3;846;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124740009;1;"SiebelCustomerQueryFlow";"1.0";"01.09.2013 00:20:23,024000";;"01.09.2013 00:20:24,319000";;9;0;"CustomerNumber: 10463190-0";"Query_Customer";;"bpel://localhost/default/CustomerSyncFromSiebelFlow~1.0/124640258-BpInv0-BpSeq0.3-5";"124640257";"124640258";2;787;2383;"MD5{956ae0c700497630d6f006d708ace7b2}";0;;;;;;3;40;0
124640263;0;"SAPCustomerUpdateFlow";"1.0";"01.09.2013 00:20:24,764000";;"01.09.2013 00:20:38,905000";;9;0;"CustomerNumber: 10463190-0";"RouteMessage";;"bpel://localhost/default/CustomerSyncFromSiebelFlow~1.0/124640258-BpInv6-BpSeq8.7-2";"124640257";"124640258";2;777;2356;"MD5{20241209a5ff156cf27203aa8e2d7b96}";0;;;;;;3;33;0
124640270;0;"SiebelActivityFlow";"1.0";"01.09.2013 00:20:39,690000";;"01.09.2013 00:20:41,255000";;9;0;"GlobalId: 124640258SAP";"initiated";;"bpel://localhost/default/SiebelActivityAsyncFlow~1.0/124640267-BpInv0-BpSeq0.3-4";"124640257";"124640267";2;791;2545;"MD5{d4b2259affa87c543276b552230f14f6}";0;;;;;;2;35;0
124640272;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:20:39,752000";;"01.09.2013 00:20:40,924000";;5;0;"GlobalId: 124640258VEN";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640268-BpInv0-BpSeq1.6-1";"124640257";"124640268";3;848;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640279;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:23:57,883000";;"01.09.2013 00:23:58,607000";;5;0;"GlobalId: 124640276A";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640277-BpInv0-BpSeq1.6-1";"124640276";"124640277";3;852;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640288;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:34,405000";;"01.09.2013 00:48:43,650000";;5;0;"Ven,Lock,O:1-2229419164#1,M:1-10VC6U41-DKEKJN, ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-7615";"124640288";;5;1679;8358;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;285;3
124640298;0;"SiebelOrderItemUpdateFlow";"1.0";"01.09.2013 00:48:43,798000";;"01.09.2013 00:48:46,041000";;5;0;"Instance #124640298 of SiebelOrderItemUpdateFlow";"Scope_UpdateLineItem";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640288-BpInv31-BpSeq54.72-3";"124640288";"124640288";2;826;2775;"MD5{bb3441633e950845e58c3e6a68ac9b9c}";0;;;;;;2;53;0
124640310;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:48:44,755000";;"01.09.2013 00:48:45,956000";;9;0;"OrderId: 1-2229419164#1";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640307-BpInv2-BpSeq8.13-2";"124640288";"124640307";1;690;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;4;35;0
124640323;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:48:47,043000";;"01.09.2013 00:48:48,218000";;5;0;"GlobalId: 1-10VC6U41-DKEKUG";"Update";;"bpel://localhost/default/SiebelOrderItemUpdateFlow~1.0/124640320-BpInv2-BpSeq8.11-2";"124640292";"124640320";3;840;2762;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;4;61;0
124640328;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:48,656000";;"01.09.2013 00:48:49,908000";;5;0;"Type: Telephony OrderId: 1-2229419164#1 Source ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640289-BpInv52-BpSeq90.85-3";"124640289";"124640289";2;675;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;5;13;0
124640344;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:48:51,591000";;"01.09.2013 00:48:52,077000";;9;0;"OrderId: 1-2229419164#1";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640343-BpInv2-BpSeq8.13-2";"124640290";"124640343";1;693;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;4;35;0
124640347;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:52,704000";;"01.09.2013 00:48:53,910000";;5;0;"Type: Telephony OrderId: 1-2249506464#1 Source ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640313-BpInv52-BpSeq90.124-3";"124640313";"124640313";2;677;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;5;13;0
124640349;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:48:52,827000";;"01.09.2013 00:48:53,685000";;5;0;"GlobalId: 1-117AQAO1-GTL1S8";"Update";;"bpel://localhost/default/SiebelOrderItemUpdateFlow~1.0/124640346-BpInv2-BpSeq8.11-2";"124640313";"124640346";3;840;2762;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;4;61;0
124640351;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:48:53,296000";;"01.09.2013 00:48:53,641000";;9;0;"OrderId: 1-2249506464#1";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640350-BpInv2-BpSeq8.13-2";"124640313";"124640350";1;687;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;4;35;0
124640354;0;"SyncModuleAsyncFlow";"1.0";"01.09.2013 00:48:54,193000";;"01.09.2013 00:48:55,820000";;5;0;"Type: Telephony OrderId: 1-2249506464#1 Source ...";"initiated";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640315-BpInv52-BpSeq90.126-3";"124640315";"124640315";2;679;1921;"MD5{de8e44746de3fbb05d151ed4c403d6c2}";0;;;;;;5;13;0
124640360;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:54,565000";;"01.09.2013 00:48:59,807000";;5;0;"Ven,Lock,O:1-2249506464#1,M:1-117AQAO1-GTL1L3, ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-7352";"124640360";;5;1688;8358;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;285;3
124640365;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:55,205000";;"01.09.2013 00:49:04,844000";;5;0;"Ven,Lock,O:1-2249506464#1,M:1-117AQAO1-GTL1L3, ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-730b";"124640365";;5;1692;8358;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;285;3
124640369;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:48:55,766000";;"01.09.2013 00:49:09,548000";;5;0;"Ven,Lock,O:1-2249506464#1,M:1-117AQAO1-GTL1L3, ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-72d8";"124640369";;5;1695;8358;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;9;285;3
124640384;0;"SiebelOrderItemUpdateFlow";"1.0";"01.09.2013 00:48:59,150000";;"01.09.2013 00:49:00,169000";;5;0;"Instance #124640384 of SiebelOrderItemUpdateFlow";"Scope_UpdateLineItem";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640368-BpInv31-BpSeq54.72-3";"124640368";"124640368";2;838;2775;"MD5{bb3441633e950845e58c3e6a68ac9b9c}";0;;;;;;2;53;0
124740013;1;"SiebelCustomerQueryFlow";"1.0";"01.09.2013 00:48:59,397000";;"01.09.2013 00:49:00,205000";;9;0;"CustomerNumber: 11353954-0";"Query_Customer";;"bpel://localhost/synchronous/CustomerQueryFlow~1.0/124740012-BpInv0-BpSeq0.3-4";"124640318";"124740012";2;793;2383;"MD5{956ae0c700497630d6f006d708ace7b2}";0;;;;;;3;40;0
124640393;0;"SyncOrderFlow";"1.0";"01.09.2013 00:48:59,965000";;"01.09.2013 00:49:00,572000";;5;0;"OrderId: 1-2249506464#1 Source: Venedig";"Scope_ParseOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640360-BpInv53-BpSeq92.90-2";"124640360";"124640360";1;760;2414;"MD5{cbc06b8dc6477b9c197feece3dc72d89}";0;;;;;;1;65;2
124640396;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:49:00,936000";;"01.09.2013 00:49:01,437000";;9;0;"OrderId: 1-2249506464#1";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640395-BpInv2-BpSeq8.13-2";"124640360";"124640395";1;696;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;4;35;0
124640248;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:01:35,571000";;"01.09.2013 00:01:35,679000";;5;0;"Ven,Progress,I:1-117AWO81-FU804B";"Scope_SiebelActivitiy";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-77f2";"124640248";;1;638;1816;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;1;23;0
124640252;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:01:36,053000";;"01.09.2013 00:01:36,983000";;5;0;"GlobalId: 374fe5afb60b8622:536a3ade:140d60aa15 ...";"Update";;"bpel://localhost/default/SiebelActivityFlow~1.0/124640250-BpInv0-BpSeq1.6-1";"124640236";"124640250";3;852;2764;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;60;0
124640451;0;"SiebelOrderItemUpdateFlow";"1.0";"01.09.2013 00:49:09,785000";;"01.09.2013 00:49:12,068000";;5;0;"Instance #124640451 of SiebelOrderItemUpdateFlow";"Scope_UpdateLineItem";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640417-BpInv31-BpSeq54.72-3";"124640417";"124640417";3;911;3485;"MD5{bb3441633e950845e58c3e6a68ac9b9c}";0;;;;;;3;87;0
124640455;0;"SyncModuleFlow";"1.0";"01.09.2013 00:49:10,329000";;"01.09.2013 00:49:11,004000";;5;0;"Type: Access OrderId: 1-2249667539#1 Source: V ...";"initiated";;"bpel://localhost/default/SyncModuleAsyncFlow~1.0/124640452-BpInv0-BpSeq0.3-4";"124640417";"124640452";2;809;2511;"MD5{3ab6e96d6a52e32fde37b0a57eb42066}";0;;;;;;3;44;0
124640470;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:49:14,325000";;"01.09.2013 00:49:14,541000";;5;0;"Ven,Compl,I:1-116O2951-2GGRP3";"Scope_HandleEvent";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-6ecb";"124640470";;2;853;2776;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;2;51;0
124640484;0;"SyncModuleFlow";"1.0";"01.09.2013 00:49:18,435000";;"01.09.2013 00:49:18,992000";;5;0;"Type: Access OrderId: 1-2249576415#2 Source: V ...";"initiated";;"bpel://localhost/default/SyncModuleAsyncFlow~1.0/124640481-BpInv0-BpSeq0.3-4";"124640476";"124640481";2;799;2511;"MD5{3ab6e96d6a52e32fde37b0a57eb42066}";0;;;;;;3;44;0
124640485;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:49:18,593000";;"01.09.2013 00:49:18,848000";;9;0;"OrderId: 1-2249576415#2";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640484-BpInv2-BpSeq8.13-2";"124640476";"124640484";1;686;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;2;35;0
124640490;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:49:19,498000";;"01.09.2013 00:49:20,291000";;5;0;"GlobalId: 1-117C89R1-GQ4NL9";"Update";;"bpel://localhost/default/SiebelOrderItemUpdateFlow~1.0/124640487-BpInv2-BpSeq8.11-2";"124640479";"124640487";3;838;2762;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;4;61;0
124640501;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:49:25,221000";;"01.09.2013 00:49:26,360000";;5;0;"Ven,Compl,I:1-117C89R1-GQ4Q7X";"Scope_FetchOrder";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-6d9e";"124640501";;4;1236;5277;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;4;136;1
124640507;0;"SyncOrderFlow";"1.0";"01.09.2013 00:49:27,536000";;"01.09.2013 00:49:27,822000";;5;0;"OrderId: 1-2249576415#2 Source: Venedig";"Scope_ParseOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640497-BpInv53-BpSeq92.90-2";"124640497";"124640497";1;759;2414;"MD5{cbc06b8dc6477b9c197feece3dc72d89}";0;;;;;;1;65;2
124640510;0;"CharlieOrderSyncFlow";"1.0";"01.09.2013 00:49:27,937000";;"01.09.2013 00:49:28,202000";;9;0;"OrderId: 1-2249576415#2";"Scope_CharlieOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640509-BpInv2-BpSeq8.13-2";"124640497";"124640509";1;688;2088;"MD5{78f8ea1d4b06aea95f6ea178ff906a72}";0;;;;;;3;35;0
124640515;0;"SiebelUpdateFlow";"1.0";"01.09.2013 00:49:28,652000";;"01.09.2013 00:49:30,016000";;5;0;"GlobalId: 1-117C89R1-GQ4QMB";"Update";;"bpel://localhost/default/SiebelOrderItemUpdateFlow~1.0/124640511-BpInv2-BpSeq8.11-2";"124640503";"124640511";3;842;2762;"MD5{c2bf6db6ae318cbe49d06969abb6c937}";0;;;;;;3;61;0
124640532;0;"ExternalStatusFlow";"1.0";"01.09.2013 00:49:35,565000";;"01.09.2013 00:49:42,362000";;5;0;"Ven,Compl,O:1-2249576415#2,M:1-117C89R1-GQ4QMB ...";"Scope_SyncOrderInput";;"LocalGUID:374fe5afb60b8622:536a3ade:140d60aa15b:-6c6a";"124640532";;5;2095;11462;"MD5{e0fce356a2d7d096b6503dbc06199865}";0;;;;;;11;402;3
124640535;0;"SyncOrderFlow";"1.0";"01.09.2013 00:49:37,460000";;"01.09.2013 00:49:37,752000";;5;0;"OrderId: 1-2249576415#2 Source: Venedig";"Scope_ParseOrder";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640523-BpInv53-BpSeq92.129-2";"124640523";"124640523";1;758;2414;"MD5{cbc06b8dc6477b9c197feece3dc72d89}";0;;;;;;1;65;2
124640562;0;"ProcessPhoneNoFlow";"1.0";"01.09.2013 00:49:41,552000";;"01.09.2013 00:49:45,362000";;9;0;" OrderId: 1-2249576415#2, CustomerNumber: 1111 ...";"Scope_CallNumber";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640530-BpInv44-BpSeq78.104-2";"124640530";"124640530";3;969;3720;"MD5{bcb6f0d5098316c226f39f8813cb6f09}";0;;;;;;6;82;0
124640568;0;"SiebelOrderItemUpdateFlow";"1.0";"01.09.2013 00:49:42,439000";;"01.09.2013 00:49:45,437000";;5;0;"Instance #124640568 of SiebelOrderItemUpdateFlow";"Scope_UpdateLineItem";;"bpel://localhost/default/ExternalStatusFlow~1.0/124640532-BpInv31-BpSeq54.72-3";"124640532";"124640532";3;907;3485;"MD5{bb3441633e950845e58c3e6a68ac9b9c}";0;;;;;;3;87;0
124640575;0;"ODSOrderSyncFlow";"1.0";"01.09.2013 00:49:43,211000";;"01.09.2013 00:49:45,101000";;9;0;"OrderId: 1-2249576415#2";"Scope_ODSOrderSync";;"bpel://localhost/default/SyncModuleFlow~1.0/124640573-BpInv0-BpSeq2.14-3";"124640532";"124640573";2;799;2434;"MD5{ccf5fee9a42c3ce2773edef093a8fcbb}";0;;;;;;3;41;0
